goos: darwin
goarch: arm64
pkg: github.com/DataDog/datadog-agent/pkg/logs/processor
cpu: Apple M4 Max
                                                      │ /Users/ella.taira/Desktop/datadog-agent/regex_base_benchmark.txt │ /Users/ella.taira/Desktop/datadog-agent/regex_gpt_optimize_benchmark.txt │ /Users/ella.taira/Desktop/datadog-agent/regex_ministral_optimize_benchmark.txt │ /Users/ella.taira/Desktop/datadog-agent/token_benchmark.txt │
                                                      │                              sec/op                              │                       sec/op                        vs base              │                          sec/op                           vs base              │               sec/op                 vs base                │
Processing_PrefilterHit_TokenMatch/SSN-16                                                                   1.014µ ± ∞ ¹                                         1.037µ ± ∞ ¹       ~ (p=0.952 n=5)                                               1.047µ ± ∞ ¹       ~ (p=0.286 n=5)                          2.444µ ± ∞ ¹  +141.03% (p=0.008 n=5)
Processing_PrefilterHit_TokenMatch/APIKey-16                                                                 27.00 ± ∞ ¹                                        27.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              27.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           58.00 ± ∞ ¹  +114.81% (p=0.008 n=5)
Processing_PrefilterHit_TokenMiss/SSN-16                                                                     23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           42.00 ± ∞ ¹   +82.61% (p=0.008 n=5)
Processing_PrefilterHit_TokenMiss/Email-16                                                                   23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           38.00 ± ∞ ¹   +65.22% (p=0.008 n=5)
Processing_PrefilterHit_TokenMiss/IPv4-16                                                                    28.00 ± ∞ ¹                                        28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           46.00 ± ∞ ¹   +64.29% (p=0.008 n=5)
Processing_PrefilterHit_TokenMiss/APIKey-16                                                                  23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           38.00 ± ∞ ¹   +65.22% (p=0.008 n=5)
Processing_PrefilterMiss/NormalLog1-16                                                                       29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           41.00 ± ∞ ¹   +41.38% (p=0.008 n=5)
Processing_PrefilterMiss/NormalLog2-16                                                                       29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           33.00 ± ∞ ¹   +13.79% (p=0.008 n=5)
Processing_PrefilterMiss/NormalLog3-16                                                                       29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           31.00 ± ∞ ¹    +6.90% (p=0.008 n=5)
Processing_PrefilterMiss/NormalLog4-16                                                                       29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           34.00 ± ∞ ¹   +17.24% (p=0.008 n=5)
Processing_MultipleRules/SSN_Match-16                                                                        34.00 ± ∞ ¹                                        34.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              34.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           61.00 ± ∞ ¹   +79.41% (p=0.008 n=5)
Processing_MultipleRules/Email_Match-16                                                                      34.00 ± ∞ ¹                                        34.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              34.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           64.00 ± ∞ ¹   +88.24% (p=0.008 n=5)
Processing_MultipleRules/PrefilterMiss-16                                                                    29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           41.00 ± ∞ ¹   +41.38% (p=0.008 n=5)
Processing_MultipleRules/PrefilterHit_TokenMiss-16                                                           29.00 ± ∞ ¹                                        29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              29.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           53.00 ± ∞ ¹   +82.76% (p=0.008 n=5)
Processing_ExcludeRules/Healthcheck_Match-16                                                                 23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           29.00 ± ∞ ¹   +26.09% (p=0.008 n=5)
Processing_ExcludeRules/Iptables_Match-16                                                                    23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           33.00 ± ∞ ¹   +43.48% (p=0.008 n=5)
Processing_ExcludeRules/NoMatch-16                                                                           21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           41.00 ± ∞ ¹   +95.24% (p=0.008 n=5)
Processing_IncludeRules/Match-16                                                                             23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           30.00 ± ∞ ¹   +30.43% (p=0.008 n=5)
Processing_IncludeRules/NoMatch-16                                                                           21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           41.00 ± ∞ ¹   +95.24% (p=0.008 n=5)
Processing_LengthConstraints/IPv4_Match-16                                                                   28.00 ± ∞ ¹                                        28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           58.00 ± ∞ ¹  +107.14% (p=0.008 n=5)
Processing_LengthConstraints/Email_Match-16                                                                  28.00 ± ∞ ¹                                        28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           64.00 ± ∞ ¹  +128.57% (p=0.008 n=5)
Processing_LengthConstraints/APIKey_Match-16                                                                 27.00 ± ∞ ¹                                        27.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              27.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           58.00 ± ∞ ¹  +114.81% (p=0.008 n=5)
Processing_RealWorldRules/MaskAPIKeys_Match-16                                                               23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           49.00 ± ∞ ¹  +113.04% (p=0.008 n=5)
Processing_RealWorldRules/MaskHostname_Match-16                                                              28.00 ± ∞ ¹                                        28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           50.00 ± ∞ ¹   +78.57% (p=0.008 n=5)
Processing_RealWorldRules/ExcludeWarning_Match-16                                                            21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           38.00 ± ∞ ¹   +80.95% (p=0.008 n=5)
Processing_RealWorldRules/K8sMLPing_Match-16                                                                 23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           32.00 ± ∞ ¹   +39.13% (p=0.008 n=5)
Processing_RealWorldRules/K8sMLPredict_Match-16                                                              23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           34.00 ± ∞ ¹   +47.83% (p=0.008 n=5)
Processing_RealWorldRules/Rails20X_Match-16                                                                  23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           34.00 ± ∞ ¹   +47.83% (p=0.008 n=5)
Processing_RealWorldRules/Rails201_Match-16                                                                  23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           35.00 ± ∞ ¹   +52.17% (p=0.008 n=5)
Processing_RealWorldRules/IncludeSSHD_Match-16                                                               23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           35.00 ± ∞ ¹   +52.17% (p=0.008 n=5)
Processing_RealWorldRules/IncludeSnoopy_Match-16                                                             23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           36.00 ± ∞ ¹   +56.52% (p=0.008 n=5)
Processing_RealWorldRules/RealWorld_PrefilterMiss1-16                                                        21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           35.00 ± ∞ ¹   +66.67% (p=0.008 n=5)
Processing_RealWorldRules/RealWorld_PrefilterMiss2-16                                                        21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           34.00 ± ∞ ¹   +61.90% (p=0.008 n=5)
Processing_AllRealWorldRules/APIKey_Match-16                                                                 23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           49.00 ± ∞ ¹  +113.04% (p=0.008 n=5)
Processing_AllRealWorldRules/Hostname_Match-16                                                               28.00 ± ∞ ¹                                        28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              28.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           50.00 ± ∞ ¹   +78.57% (p=0.008 n=5)
Processing_AllRealWorldRules/WarningRoot_Match-16                                                            21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           38.00 ± ∞ ¹   +80.95% (p=0.008 n=5)
Processing_AllRealWorldRules/SSHD_Match-16                                                                   23.00 ± ∞ ¹                                        23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              23.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           35.00 ± ∞ ¹   +52.17% (p=0.008 n=5)
Processing_AllRealWorldRules/K8sMLPing_Match-16                                                              21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           30.00 ± ∞ ¹   +42.86% (p=0.008 n=5)
Processing_AllRealWorldRules/Rails20X_Match-16                                                               21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           32.00 ± ∞ ¹   +52.38% (p=0.008 n=5)
Processing_AllRealWorldRules/PrefilterMiss-16                                                                21.00 ± ∞ ¹                                        21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                                              21.00 ± ∞ ¹       ~ (p=1.000 n=5) ²                           35.00 ± ∞ ¹   +66.67% (p=0.008 n=5)
geomean                                                                                                      24.90                                              24.90        +0.00%                                                              24.90        +0.00%                                           41.88         +68.20%
¹ need >= 6 samples for confidence interval at level 0.95
² all samples are equal
